city,YEAR,total arrivals by city,pct_of_county,county,lat,lon
Fairfax,2019,7000,0.085986039953372,Gregory,43.04206,-98.84758
Fairfax,2020,6796,0.083151587481924,Gregory,43.04206,-98.84758
Fairfax,2021,10699,0.115730435126816,Gregory,43.04206,-98.84758
Fairview,2019,0,0.000000000000000,Lincoln,47.84925,-104.05313
Fairview,2020,0,0.000000000000000,Lincoln,47.84925,-104.05313
Fairview,2021,0,0.000000000000000,Lincoln,47.84925,-104.05313
Faith,2019,24801,0.051914546646725,Meade,45.02183,-102.13363
Faith,2020,27874,0.062565971408024,Meade,45.02183,-102.13363
Faith,2021,26284,0.052141213890033,Meade,45.02183,-102.13363
Faulkton,2019,23129,0.900334265768012,Faulk,45.03896,-99.12369
Faulkton,2020,21877,1.034091919693880,Faulk,45.03896,-99.12369
Faulkton,2021,17642,0.868038218202811,Faulk,45.03896,-99.12369
Fedora,2019,823,0.056003196264113,Miner,44.02954,-97.78748
Fedora,2020,1321,0.096609677153040,Miner,44.02954,-97.78748
Fedora,2021,1267,0.100355047262518,Miner,44.02954,-97.78748
Ferney,2019,264,0.000293912555203,Brown,45.32971,-98.10499
Ferney,2020,0,0.000000000000000,Brown,45.32971,-98.10499
Ferney,2021,195,0.000216964030590,Brown,45.32971,-98.10499
Flandreau,2019,32014,0.725776520484159,Moody,44.05795,-96.60304
Flandreau,2020,19628,0.537214821445533,Moody,44.05795,-96.60304
Flandreau,2021,29951,0.752193926127875,Moody,44.05795,-96.60304
Florence,2019,7754,0.017516341959013,Codington,45.06104,-97.28989
Florence,2020,4546,0.013546984666291,Codington,45.06104,-97.28989
Florence,2021,6754,0.016589231766279,Codington,45.06104,-97.28989
Fort Meade,2019,4093,0.008566930508209,Meade,44.40674,-103.46924
Fort Meade,2020,1276,0.002863010446463,Meade,44.40674,-103.46924
Fort Meade,2021,3201,0.006349066280665,Meade,44.40674,-103.46924
Fort Pierre,2019,121346,0.952715622160059,Stanley,44.37635,-100.41124
Fort Pierre,2020,116424,1.073168588278170,Stanley,44.37635,-100.41124
Fort Pierre,2021,130005,0.985210701868452,Stanley,44.37635,-100.41124
Fort Thompson,2019,15903,0.745553864597489,Buffalo,44.06583,-99.41874
Fort Thompson,2020,7809,0.584395571583530,Buffalo,44.06583,-99.41874
Fort Thompson,2021,12475,0.645660474149551,Buffalo,44.06583,-99.41874
Frankfort,2019,3751,0.058236404895973,Spink,44.88360,-98.28810
Frankfort,2020,4542,0.082162794540332,Spink,44.88360,-98.28810
Frankfort,2021,5342,0.076555198923330,Spink,44.88360,-98.28810
Frederick,2019,10896,0.012134389779102,Brown,45.82092,-98.48560
Frederick,2020,8575,0.009549829275980,Brown,45.82092,-98.48560
Frederick,2021,9232,0.010281438347567,Brown,45.82092,-98.48560
Freeman,2019,21567,0.440395317096302,Hutchinson,43.34001,-97.44884
Freeman,2020,12570,0.356782053980758,Hutchinson,43.34001,-97.44884
Freeman,2021,16859,0.347428988349289,Hutchinson,43.34001,-97.44884
Fulton,2019,2884,0.158956773788523,Hanson,43.73835,-97.83172
Fulton,2020,1807,0.104318470061545,Hanson,43.73835,-97.83172
Fulton,2021,1176,0.056113608844720,Hanson,43.73835,-97.83172
Gann Valley,2019,3477,0.162994786676127,Buffalo,44.14602,-99.04118
Gann Valley,2020,3797,0.284121723114204,Buffalo,44.14602,-99.04118
Gann Valley,2021,3267,0.169080321765499,Buffalo,44.14602,-99.04118
Garden City,2019,1481,0.033660736508115,Clark,37.98086,-100.85794
Garden City,2020,664,0.017979807125095,Clark,37.98086,-100.85794
Garden City,2021,1992,0.038728572481226,Clark,37.98086,-100.85794
Garretson,2019,22149,0.007870772954127,Minnehaha,43.72081,-96.52266
